x,y,z
-68.664741516,111.089500427,408.260314941
-68.559455872,110.097335815,408.327545166
-68.459922791,109.103286743,408.371887207
-68.363082886,108.108100891,408.387115479
-68.270072937,107.112472534,408.37890625
-68.178161621,106.1171875,408.348022461
-68.090354919,105.122711182,408.290527344
-68.007568359,104.129570007,408.207946777
-67.929679871,103.137969971,408.104675293
-67.856765747,102.148864746,407.976806641
-67.787879944,101.163322449,407.821990967
-67.724868774,100.181892395,407.640808105
-67.667076111,99.204734802,407.436309814
-67.612319946,98.232772827,407.207641602
-67.559379578,97.265579224,406.95916748
-67.505889893,96.304008484,406.689880371
-67.455451965,95.348838806,406.398162842
-67.409164429,94.400642395,406.083862305
-67.367118835,93.459747314,405.747802734
-67.33190155,92.529624939,405.382232666
-67.297332764,91.608589172,404.994293213
-67.262916565,90.698204041,404.581970215
-67.229766846,89.796836853,404.15020752
-67.197425842,88.907325745,403.69442749
-67.168701172,88.028259277,403.218597412
-67.143013,87.16027832,402.72265625
-67.117797852,86.303924561,402.206878662
-67.096717834,85.460708618,401.669708252
-67.07926178,84.631843567,401.110534668
-67.062927246,83.818397522,400.52911377
-67.051071167,83.019523621,399.927734375
-67.042114258,82.235603333,399.306945801
-67.035186768,81.468193054,398.66583252
-67.030853271,80.717063904,398.005706787
-67.028327942,79.983940125,397.325622559
-67.025001526,79.26612854,396.629394531
-67.021202087,78.562278748,395.919067383
-67.017097473,77.87575531,395.191986084
-67.012413025,77.20916748,394.446563721
-67.008598328,76.562156677,393.684082031
-67.005134583,75.936141968,392.904266357
-67.00466156,75.330612183,392.108459473
-67.008712769,74.747192383,391.296295166
-67.014328003,74.184936523,390.469360352
-67.019332886,73.642486572,389.629272461
-67.026039124,73.118682861,388.77746582
-67.032287598,72.614356995,387.913970947
-67.037506104,72.131515503,387.038269043
-67.043907166,71.671768188,386.150238037
-67.050033569,71.232727051,385.251800537
-67.056083679,70.815315247,384.343109131
-67.063217163,70.419235229,383.424926758
-67.071075439,70.04725647,382.496704102
-67.078239441,69.702827454,381.557922363
-67.087120056,69.384170532,380.610107422
-67.097007751,69.090682983,379.654205322
-67.107826233,68.8230896,378.690734863
-67.119636536,68.58203125,377.720306396
-67.128852844,68.363876343,376.744445801
-67.136962891,68.17326355,375.762817383
-67.146621704,68.007789612,374.776641846
-67.154464722,67.864707947,373.786956787
-67.159484863,67.749565125,372.793609619
-67.165908813,67.678100586,371.796173096
-67.170249939,67.635940552,370.797058105
-67.165817261,67.605300903,369.797546387
-67.152984619,67.591590881,368.797729492
-67.121498108,67.598838806,367.798248291
-67.085929871,67.625953674,366.799255371
-67.063560486,67.667167664,365.800354004
-67.0467453,67.728340149,364.802368164
-67.032653809,67.806678772,363.805541992
-67.024238586,67.917350769,362.811706543
-67.020103455,68.062675476,361.82232666
-67.026573181,68.241836548,360.838531494
-67.037849426,68.449005127,359.860290527
-67.035903931,68.679000854,358.887115479
-67.02053833,68.927490234,357.918609619
-67.000778198,69.194869995,356.955230713
-66.982940674,69.479980469,355.996887207
-66.966651917,69.790710449,355.046539307
-66.934768677,70.126358032,354.105102539
-66.909660339,70.486999512,353.172729492
-66.885292053,70.869354248,352.249023438
-66.863113403,71.273765564,351.334716797
-66.843673706,71.701095581,350.43081665
-66.831611633,72.152740479,349.538696289
-66.823417664,72.622024536,348.655700684
-66.817245483,73.112976074,347.784545898
-66.800491333,73.625724792,346.926177979
-66.779762268,74.154724121,346.077819824
-66.759277344,74.704032898,345.242462158
-66.733848572,75.271598816,344.419525146
-66.702278137,75.860359192,343.611846924
-66.671676636,76.468963623,342.818969727
-66.64276886,77.096740723,342.041107178
-66.611412048,77.743743896,341.279266357
-66.591362,78.409034729,340.532958984
-66.572593689,79.094108582,339.804718018
-66.549758911,79.799659729,339.096435547
-66.526397705,80.522827148,338.406158447
-66.488937378,81.260848999,337.732421875
-66.44960022,82.011932373,337.073394775
-66.416931152,82.776184082,336.429290771
-66.386222839,83.555381775,335.803253174
-66.351799011,84.348846436,335.195617676
-66.305557251,85.156181335,334.607330322
-66.26020813,85.97731781,334.038391113
-66.215621948,86.811462402,333.488647461
-66.175056458,87.660270691,332.961517334
-66.134407043,88.523551941,332.458435059
-66.09185791,89.399597168,331.978088379
-66.046142578,90.286888123,331.519134521
-66.000259399,91.184524536,331.080780029
-65.953239441,92.091957092,330.663208008
-65.907089233,93.009544373,330.268341064
-65.860908508,93.935585022,329.893737793
-65.811523438,94.869499207,329.539672852
-65.759643555,95.81212616,329.209899902
-65.708656311,96.763511658,328.906158447
-65.657424927,97.72277832,328.628326416
-65.605682373,98.689048767,328.376068115
-65.552581787,99.661132813,328.147521973
-65.495094299,100.638565063,327.944244385
-65.436714172,101.62097168,327.766845703
-65.377731323,102.607170105,327.6121521
-65.318389893,103.597564697,327.487243652
-65.261077881,104.590698242,327.385284424
-65.205757141,105.586425781,327.311340332
-65.149482727,106.583610535,327.26171875
-65.091041565,107.581687927,327.240966797
-65.033317566,108.580001831,327.246673584
-64.975921631,109.577911377,327.276275635
-64.916282654,110.574493408,327.333404541
-64.850318909,111.568878174,327.41619873
-64.778045654,112.559967041,327.528045654
-64.70526123,113.547790527,327.665527344
-64.629737854,114.530776978,327.832946777
-64.554725647,115.509918213,328.021759033
-64.482551575,116.484298706,328.234741211
-64.412582397,117.453102112,328.472473145
-64.345146179,118.416130066,328.733276367
-64.276679993,119.371147156,329.021820068
-64.205131531,120.317512512,329.336883545
-64.130462646,121.254341125,329.678619385
-64.05316925,122.182044983,330.04385376
-63.975662231,123.100524902,330.431671143
-63.899406433,124.009796143,330.840820313
-63.822753906,124.908920288,331.271759033
-63.747653961,125.797317505,331.724639893
-63.674057007,126.675193787,332.197845459
-63.600753784,127.540649414,332.693450928
-63.526279449,128.392654419,333.211669922
-63.446556091,129.228530884,333.754760742
-63.363880157,130.049743652,334.319366455
-63.283573151,130.860198975,334.899627686
-63.206073761,131.658966064,335.496246338
-63.131160736,132.445587158,336.109100342
-63.056522369,133.218475342,336.739227295
-62.97505188,133.973449707,337.389892578
-62.891605377,134.712905884,338.057922363
-62.811214447,135.436462402,338.743499756
-62.734031677,136.147155762,339.442749023
-62.658535004,136.840057373,340.159820557
-62.582881927,137.514587402,340.894165039
-62.506034851,138.170501709,341.645080566
-62.426391602,138.811904907,342.40814209
-62.346126556,139.437133789,343.184448242
-62.268386841,140.04776001,343.97253418
-62.194641113,140.641296387,344.773956299
-62.122531891,141.215988159,345.589141846
-62.049999237,141.769393921,346.418884277
-61.976844788,142.302703857,347.261627197
-61.900905609,142.818328857,348.115081787
-61.825309753,143.317718506,348.978149414
-61.750579834,143.796417236,349.852935791
-61.677516937,144.252365112,350.739929199
-61.608104706,144.689529419,351.636627197
-61.538589478,145.105606079,352.543304443
-61.465667725,145.501602173,353.458648682
-61.391635895,145.878356934,354.381988525
-61.317436218,146.237228394,355.312408447
-61.246025085,146.575149536,356.250854492
-61.176952362,146.894943237,357.195831299
-61.109611511,147.186889648,358.149902344
-61.038318634,147.449996948,359.112030029
-60.964401245,147.684829712,360.081237793
-60.89118576,147.897369385,361.055633545
-60.828022003,148.086120605,362.035614014
-60.774040222,148.256820679,363.019470215
-60.731513977,148.406341553,364.007324219
-60.684452057,148.555404663,364.995025635
-60.609954834,148.696777344,365.982177734
-60.49521637,148.842056274,366.964904785
-60.335548401,148.993362427,367.94039917
-60.000614166,149.062255859,368.880126953
-59.891918182,149.28364563,369.849243164
